Rank,Name,Title,Country,Rating,Games,Year,Age,Date
2,"Kramnik, Vladimir",g,RUS,2809,0,2002,27,2002-04-01
2,"Kramnik, Vladimir",g,RUS,2807,3,2002,27,2002-07-01
2,"Kramnik, Vladimir",g,RUS,2809,0,2002,27,2002-10-01
2,"Kramnik, Vladimir",g,RUS,2809,0,2003,28,2003-01-01
2,"Kramnik, Vladimir",g,RUS,2789,25,2003,28,2003-04-01
2,"Kramnik, Vladimir",g,RUS,2785,2,2003,28,2003-07-01
2,"Kramnik, Vladimir",g,RUS,2777,11,2003,28,2003-10-01
2,"Kramnik, Vladimir",g,RUS,2777,0,2004,29,2004-01-01
3,"Kramnik, Vladimir",g,RUS,2764,25,2004,29,2004-04-01
3,"Kramnik, Vladimir",g,RUS,2770,4,2004,29,2004-07-01
3,"Kramnik, Vladimir",g,RUS,2760,10,2004,29,2004-10-01
4,"Kramnik, Vladimir",g,RUS,2754,14,2005,30,2005-01-01
5,"Kramnik, Vladimir",g,RUS,2753,13,2005,30,2005-04-01
6,"Kramnik, Vladimir",g,RUS,2744,12,2005,30,2005-07-01
7,"Kramnik, Vladimir",g,RUS,2739,9,2005,30,2005-10-01
6,"Kramnik, Vladimir",g,RUS,2741,4,2006,31,2006-01-01
9,"Kramnik, Vladimir",g,RUS,2729,11,2006,31,2006-04-01
4,"Kramnik, Vladimir",g,RUS,2743,9,2006,31,2006-07-01
3,"Kramnik, Vladimir",g,RUS,2750,7,2006,31,2006-10-01
3,"Kramnik, Vladimir",g,RUS,2766,11,2007,32,2007-01-01
3,"Kramnik, Vladimir",g,RUS,2772,13,2007,32,2007-04-01
3,"Kramnik, Vladimir",g,RUS,2769,1,2007,32,2007-07-01
3,"Kramnik, Vladimir",g,RUS,2785,21,2007,32,2007-10-01
1,"Kramnik, Vladimir",g,RUS,2799,9,2008,33,2008-01-01
2,"Kramnik, Vladimir",g,RUS,2788,13,2008,33,2008-04-01
3,"Kramnik, Vladimir",g,RUS,2788,0,2008,33,2008-07-01
6,"Kramnik, Vladimir",g,RUS,2772,16,2008,33,2008-10-01
8,"Kramnik, Vladimir",g,RUS,2759,20,2009,34,2009-01-01
4,"Kramnik, Vladimir",g,RUS,2759,0,2009,34,2009-04-01
6,"Kramnik, Vladimir",g,RUS,2759,0,2009,34,2009-07-01
5,"Kramnik, Vladimir",g,RUS,2772,10,2009,34,2009-09-01
5,"Kramnik, Vladimir",g,RUS,2772,0,2009,34,2009-11-01
4,"Kramnik, Vladimir",g,RUS,2788,16,2010,35,2010-01-01
3,"Kramnik, Vladimir",g,RUS,2790,13,2010,35,2010-03-01
3,"Kramnik, Vladimir",g,RUS,2790,0,2010,35,2010-05-01
4,"Kramnik, Vladimir",g,RUS,2790,0,2010,35,2010-07-01
5,"Kramnik, Vladimir",g,RUS,2780,10,2010,35,2010-09-01
4,"Kramnik, Vladimir",g,RUS,2791,21,2010,35,2010-11-01
4,"Kramnik, Vladimir",g,RUS,2784,16,2011,36,2011-01-01
4,"Kramnik, Vladimir",g,RUS,2785,13,2011,36,2011-03-01
4,"Kramnik, Vladimir",g,RUS,2785,0,2011,36,2011-05-01
5,"Kramnik, Vladimir",g,RUS,2781,8,2011,36,2011-07-01
4,"Kramnik, Vladimir",g,RUS,2791,17,2011,36,2011-09-01
4,"Kramnik, Vladimir",g,RUS,2800,6,2011,36,2011-11-01
3,"Kramnik, Vladimir",g,RUS,2801,17,2012,37,2012-01-01
3,"Kramnik, Vladimir",g,RUS,2801,0,2012,37,2012-03-01
3,"Kramnik, Vladimir",g,RUS,2801,0,2012,37,2012-05-01
3,"Kramnik, Vladimir",g,RUS,2799,15,2012,37,2012-07-01
3,"Kramnik, Vladimir",g,RUS,2797,9,2012,37,2012-08-01
3,"Kramnik, Vladimir",g,RUS,2797,0,2012,37,2012-09-01
3,"Kramnik, Vladimir",g,RUS,2795,9,2012,37,2012-10-01
3,"Kramnik, Vladimir",g,RUS,2795,0,2012,37,2012-11-01
3,"Kramnik, Vladimir",g,RUS,2795,0,2012,37,2012-12-01
2,"Kramnik, Vladimir",g,RUS,2810,8,2013,38,2013-01-01
2,"Kramnik, Vladimir",g,RUS,2810,0,2013,38,2013-02-01
2,"Kramnik, Vladimir",g,RUS,2810,0,2013,38,2013-03-01
3,"Kramnik, Vladimir",g,RUS,2801,6,2013,38,2013-04-01
3,"Kramnik, Vladimir",g,RUS,2811,14,2013,38,2013-05-01
3,"Kramnik, Vladimir",g,RUS,2803,9,2013,38,2013-06-01
4,"Kramnik, Vladimir",g,RUS,2784,9,2013,38,2013-07-01
5,"Kramnik, Vladimir",g,RUS,2784,0,2013,38,2013-08-01
3,"Kramnik, Vladimir",g,RUS,2794,9,2013,38,2013-09-01
2,"Kramnik, Vladimir",g,RUS,2796,16,2013,38,2013-10-01
3,"Kramnik, Vladimir",g,RUS,2793,9,2013,38,2013-11-01
3,"Kramnik, Vladimir",g,RUS,2793,0,2013,38,2013-12-01
4,"Kramnik, Vladimir",g,RUS,2787,8,2014,39,2014-01-01
3,"Kramnik, Vladimir",g,RUS,2787,0,2014,39,2014-02-01
3,"Kramnik, Vladimir",g,RUS,2787,0,2014,39,2014-03-01
4,"Kramnik, Vladimir",g,RUS,2783,14,2014,39,2014-04-01
6,"Kramnik, Vladimir",g,RUS,2783,0,2014,39,2014-05-01
6,"Kramnik, Vladimir",g,RUS,2783,0,2014,39,2014-06-01
8,"Kramnik, Vladimir",g,RUS,2777,9,2014,39,2014-07-01
10,"Kramnik, Vladimir",g,RUS,2760,7,2014,39,2014-08-01
10,"Kramnik, Vladimir",g,RUS,2760,8,2014,39,2014-09-01
11,"Kramnik, Vladimir",g,RUS,2760,0,2014,39,2014-10-01
11,"Kramnik, Vladimir",g,RUS,2760,0,2014,39,2014-11-01
9,"Kramnik, Vladimir",g,RUS,2769,7,2014,39,2014-12-01
8,"Kramnik, Vladimir",g,RUS,2783,14,2015,40,2015-01-01
8,"Kramnik, Vladimir",g,RUS,2783,0,2015,40,2015-02-01
9,"Kramnik, Vladimir",g,RUS,2783,5,2015,40,2015-03-01
9,"Kramnik, Vladimir",g,RUS,2783,0,2015,40,2015-04-01
8,"Kramnik, Vladimir",g,RUS,2777,9,2015,40,2015-05-01
6,"Kramnik, Vladimir",g,RUS,2783,5,2015,40,2015-06-01
7,"Kramnik, Vladimir",g,RUS,2783,0,2015,40,2015-07-01
8,"Kramnik, Vladimir",g,RUS,2777,7,2015,40,2015-08-01
8,"Kramnik, Vladimir",g,RUS,2777,0,2015,40,2015-09-01
9,"Kramnik, Vladimir",g,RUS,2777,0,2015,40,2015-10-01
4,"Kramnik, Vladimir",g,RUS,2796,11,2015,40,2015-11-01
4,"Kramnik, Vladimir",g,RUS,2796,0,2015,40,2015-12-01
2,"Kramnik, Vladimir",g,RUS,2801,9,2016,41,2016-01-01
2,"Kramnik, Vladimir",g,RUS,2801,0,2016,41,2016-02-01
2,"Kramnik, Vladimir",g,RUS,2801,0,2016,41,2016-03-01
2,"Kramnik, Vladimir",g,RUS,2801,0,2016,41,2016-04-01
3,"Kramnik, Vladimir",g,RUS,2801,0,2016,41,2016-05-01
2,"Kramnik, Vladimir",g,RUS,2812,14,2016,41,2016-06-01
2,"Kramnik, Vladimir",g,RUS,2812,0,2016,41,2016-07-01
3,"Kramnik, Vladimir",g,RUS,2808,7,2016,41,2016-08-01
4,"Kramnik, Vladimir",g,RUS,2808,0,2016,41,2016-09-01
2,"Kramnik, Vladimir",g,RUS,2817,8,2016,41,2016-10-01
4,"Kramnik, Vladimir",g,RUS,2810,9,2016,41,2016-11-01
3,"Kramnik, Vladimir",g,RUS,2809,5,2016,41,2016-12-01
3,"Kramnik, Vladimir",g,RUS,2811,9,2017,42,2017-01-01
4,"Kramnik, Vladimir",g,RUS,2811,0,2017,42,2017-02-01
4,"Kramnik, Vladimir",g,RUS,2811,0,2017,42,2017-03-01
4,"Kramnik, Vladimir",g,RUS,2811,0,2017,42,2017-04-01
3,"Kramnik, Vladimir",g,RUS,2811,0,2017,42,2017-05-01
3,"Kramnik, Vladimir",g,RUS,2808,13,2017,42,2017-06-01
2,"Kramnik, Vladimir",g,RUS,2812,9,2017,42,2017-07-01
4,"Kramnik, Vladimir",g,RUS,2803,7,2017,42,2017-08-01
3,"Kramnik, Vladimir",g,RUS,2803,0,2017,42,2017-09-01
5,"Kramnik, Vladimir",g,RUS,2794,6,2017,42,2017-10-01
7,"Kramnik, Vladimir",g,RUS,2787,13,2017,42,2017-11-01
7,"Kramnik, Vladimir",g,RUS,2787,0,2017,42,2017-12-01
7,"Kramnik, Vladimir",g,RUS,2787,0,2018,43,2018-01-01
3,"Kramnik, Vladimir",g,RUS,2800,13,2018,43,2018-02-01
3,"Kramnik, Vladimir",g,RUS,2800,0,2018,43,2018-03-01
4,"Kramnik, Vladimir",g,RUS,2792,14,2018,43,2018-04-01
4,"Kramnik, Vladimir",g,RUS,2792,0,2018,43,2018-05-01
5,"Kramnik, Vladimir",g,RUS,2792,0,2018,43,2018-06-01
5,"Kramnik, Vladimir",g,RUS,2792,0,2018,43,2018-07-01
7,"Kramnik, Vladimir",g,RUS,2779,7,2018,43,2018-08-01
8,"Kramnik, Vladimir",g,RUS,2779,0,2018,43,2018-09-01
8,"Kramnik, Vladimir",g,RUS,2779,0,2018,43,2018-10-01
7,"Kramnik, Vladimir",g,RUS,2777,17,2018,43,2018-11-01
7,"Kramnik, Vladimir",g,RUS,2777,0,2018,43,2018-12-01
7,"Kramnik, Vladimir",g,RUS,2777,0,2019,44,2019-01-01
14,"Kramnik, Vladimir",g,RUS,2753,13,2019,44,2019-02-01
15,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-03-01
14,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-04-01
15,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-05-01
15,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-06-01
16,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-07-01
15,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-08-01
16,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-09-01
16,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-10-01
16,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-11-01
18,"Kramnik, Vladimir",g,RUS,2753,0,2019,44,2019-12-01
17,"Kramnik, Vladimir",g,RUS,2753,0,2020,45,2020-01-01
16,"Kramnik, Vladimir",g,RUS,2753,0,2020,45,2020-11-01
16,"Kramnik, Vladimir",g,RUS,2753,0,2020,45,2020-12-01
17,"Kramnik, Vladimir",g,RUS,2753,0,2021,46,2021-01-01
51,"Ponomariov, Ruslan",g,UKR,2630,7,2000,17,2000-07-01
59,"Ponomariov, Ruslan",g,UKR,2624,5,2000,17,2000-10-01
21,"Ponomariov, Ruslan",g,UKR,2677,45,2001,18,2001-01-01
23,"Ponomariov, Ruslan",g,UKR,2673,8,2001,18,2001-04-01
21,"Ponomariov, Ruslan",g,UKR,2684,29,2001,18,2001-07-01
20,"Ponomariov, Ruslan",g,UKR,2684,0,2001,18,2001-10-01
7,"Ponomariov, Ruslan",g,UKR,2727,38,2002,19,2002-01-01
6,"Ponomariov, Ruslan",g,UKR,2743,19,2002,19,2002-04-01
6,"Ponomariov, Ruslan",g,UKR,2743,0,2002,19,2002-07-01
7,"Ponomariov, Ruslan",g,UKR,2743,0,2002,19,2002-10-01
7,"Ponomariov, Ruslan",g,UKR,2734,11,2003,20,2003-01-01
9,"Ponomariov, Ruslan",g,UKR,2718,25,2003,20,2003-04-01
12,"Ponomariov, Ruslan",g,UKR,2718,0,2003,20,2003-07-01
12,"Ponomariov, Ruslan",g,UKR,2718,0,2003,20,2003-10-01
9,"Ponomariov, Ruslan",g,UKR,2722,8,2004,21,2004-01-01
10,"Ponomariov, Ruslan",g,UKR,2722,0,2004,21,2004-04-01
11,"Ponomariov, Ruslan",g,UKR,2722,0,2004,21,2004-07-01
13,"Ponomariov, Ruslan",g,UKR,2710,10,2004,21,2004-10-01
15,"Ponomariov, Ruslan",g,UKR,2700,8,2005,22,2005-01-01
20,"Ponomariov, Ruslan",g,UKR,2695,22,2005,22,2005-04-01
17,"Ponomariov, Ruslan",g,UKR,2704,10,2005,22,2005-07-01
19,"Ponomariov, Ruslan",g,UKR,2704,0,2005,22,2005-10-01
10,"Ponomariov, Ruslan",g,UKR,2723,19,2006,23,2006-01-01
6,"Ponomariov, Ruslan",g,UKR,2738,16,2006,23,2006-04-01
13,"Ponomariov, Ruslan",g,UKR,2721,29,2006,23,2006-07-01
20,"Ponomariov, Ruslan",g,UKR,2703,11,2006,23,2006-10-01
14,"Ponomariov, Ruslan",g,UKR,2723,15,2007,24,2007-01-01
15,"Ponomariov, Ruslan",g,UKR,2717,13,2007,24,2007-04-01
20,"Ponomariov, Ruslan",g,UKR,2706,16,2007,24,2007-07-01
21,"Ponomariov, Ruslan",g,UKR,2705,5,2007,24,2007-10-01
18,"Ponomariov, Ruslan",g,UKR,2719,40,2008,25,2008-01-01
17,"Ponomariov, Ruslan",g,UKR,2719,0,2008,25,2008-04-01
19,"Ponomariov, Ruslan",g,UKR,2718,10,2008,25,2008-07-01
22,"Ponomariov, Ruslan",g,UKR,2719,14,2008,25,2008-10-01
16,"Ponomariov, Ruslan",g,UKR,2726,9,2009,26,2009-01-01
19,"Ponomariov, Ruslan",g,UKR,2726,0,2009,26,2009-04-01
16,"Ponomariov, Ruslan",g,UKR,2727,3,2009,26,2009-07-01
13,"Ponomariov, Ruslan",g,UKR,2741,9,2009,26,2009-09-01
13,"Ponomariov, Ruslan",g,UKR,2739,5,2009,26,2009-11-01
13,"Ponomariov, Ruslan",g,UKR,2737,25,2010,27,2010-01-01
15,"Ponomariov, Ruslan",g,UKR,2737,0,2010,27,2010-03-01
18,"Ponomariov, Ruslan",g,UKR,2733,7,2010,27,2010-05-01
14,"Ponomariov, Ruslan",g,UKR,2734,23,2010,27,2010-07-01
11,"Ponomariov, Ruslan",g,UKR,2749,10,2010,27,2010-09-01
11,"Ponomariov, Ruslan",g,UKR,2744,20,2010,27,2010-11-01
11,"Ponomariov, Ruslan",g,UKR,2744,0,2011,28,2011-01-01
13,"Ponomariov, Ruslan",g,UKR,2743,13,2011,28,2011-03-01
11,"Ponomariov, Ruslan",g,UKR,2754,10,2011,28,2011-05-01
10,"Ponomariov, Ruslan",g,UKR,2764,17,2011,28,2011-07-01
8,"Ponomariov, Ruslan",g,UKR,2758,10,2011,28,2011-09-01
25,"Ponomariov, Ruslan",g,UKR,2723,33,2011,28,2011-11-01
23,"Ponomariov, Ruslan",g,UKR,2727,13,2012,29,2012-01-01
23,"Ponomariov, Ruslan",g,UKR,2727,0,2012,29,2012-03-01
21,"Ponomariov, Ruslan",g,UKR,2726,11,2012,29,2012-05-01
24,"Ponomariov, Ruslan",g,UKR,2726,0,2012,29,2012-07-01
19,"Ponomariov, Ruslan",g,UKR,2734,9,2012,29,2012-08-01
22,"Ponomariov, Ruslan",g,UKR,2729,11,2012,29,2012-09-01
19,"Ponomariov, Ruslan",g,UKR,2735,10,2012,29,2012-10-01
18,"Ponomariov, Ruslan",g,UKR,2741,15,2012,29,2012-11-01
22,"Ponomariov, Ruslan",g,UKR,2732,7,2012,29,2012-12-01
21,"Ponomariov, Ruslan",g,UKR,2733,11,2013,30,2013-01-01
21,"Ponomariov, Ruslan",g,UKR,2733,0,2013,30,2013-02-01
21,"Ponomariov, Ruslan",g,UKR,2733,0,2013,30,2013-03-01
20,"Ponomariov, Ruslan",g,UKR,2733,0,2013,30,2013-04-01
17,"Ponomariov, Ruslan",g,UKR,2742,11,2013,30,2013-05-01
16,"Ponomariov, Ruslan",g,UKR,2743,2,2013,30,2013-06-01
14,"Ponomariov, Ruslan",g,UKR,2756,22,2013,30,2013-07-01
13,"Ponomariov, Ruslan",g,UKR,2756,0,2013,30,2013-08-01
14,"Ponomariov, Ruslan",g,UKR,2756,0,2013,30,2013-09-01
14,"Ponomariov, Ruslan",g,UKR,2751,4,2013,30,2013-10-01
21,"Ponomariov, Ruslan",g,UKR,2731,19,2013,30,2013-11-01
23,"Ponomariov, Ruslan",g,UKR,2731,0,2013,30,2013-12-01
27,"Ponomariov, Ruslan",g,UKR,2721,4,2014,31,2014-01-01
28,"Ponomariov, Ruslan",g,UKR,2721,0,2014,31,2014-02-01
27,"Ponomariov, Ruslan",g,UKR,2721,0,2014,31,2014-03-01
26,"Ponomariov, Ruslan",g,UKR,2723,2,2014,31,2014-04-01
27,"Ponomariov, Ruslan",g,UKR,2723,0,2014,31,2014-05-01
29,"Ponomariov, Ruslan",g,UKR,2723,0,2014,31,2014-06-01
30,"Ponomariov, Ruslan",g,UKR,2723,0,2014,31,2014-07-01
32,"Ponomariov, Ruslan",g,UKR,2717,16,2014,31,2014-08-01
32,"Ponomariov, Ruslan",g,UKR,2717,10,2014,31,2014-09-01
33,"Ponomariov, Ruslan",g,UKR,2717,0,2014,31,2014-10-01
37,"Ponomariov, Ruslan",g,UKR,2711,6,2014,31,2014-11-01
37,"Ponomariov, Ruslan",g,UKR,2713,11,2014,31,2014-12-01
37,"Ponomariov, Ruslan",g,UKR,2713,0,2015,32,2015-01-01
34,"Ponomariov, Ruslan",g,UKR,2713,0,2015,32,2015-02-01
34,"Ponomariov, Ruslan",g,UKR,2713,0,2015,32,2015-03-01
34,"Ponomariov, Ruslan",g,UKR,2714,3,2015,32,2015-04-01
38,"Ponomariov, Ruslan",g,UKR,2711,8,2015,32,2015-05-01
38,"Ponomariov, Ruslan",g,UKR,2711,0,2015,32,2015-06-01
35,"Ponomariov, Ruslan",g,UKR,2711,0,2015,32,2015-07-01
38,"Ponomariov, Ruslan",g,UKR,2711,0,2015,32,2015-08-01
37,"Ponomariov, Ruslan",g,UKR,2710,7,2015,32,2015-09-01
38,"Ponomariov, Ruslan",g,UKR,2710,0,2015,32,2015-10-01
37,"Ponomariov, Ruslan",g,UKR,2710,0,2015,32,2015-11-01
38,"Ponomariov, Ruslan",g,UKR,2710,0,2015,32,2015-12-01
34,"Ponomariov, Ruslan",g,UKR,2712,9,2016,33,2016-01-01
34,"Ponomariov, Ruslan",g,UKR,2712,0,2016,33,2016-02-01
36,"Ponomariov, Ruslan",g,UKR,2712,0,2016,33,2016-03-01
34,"Ponomariov, Ruslan",g,UKR,2712,0,2016,33,2016-04-01
35,"Ponomariov, Ruslan",g,UKR,2715,2,2016,33,2016-05-01
40,"Ponomariov, Ruslan",g,UKR,2706,11,2016,33,2016-06-01
40,"Ponomariov, Ruslan",g,UKR,2706,0,2016,33,2016-07-01
41,"Ponomariov, Ruslan",g,UKR,2709,7,2016,33,2016-08-01
40,"Ponomariov, Ruslan",g,UKR,2709,0,2016,33,2016-09-01
37,"Ponomariov, Ruslan",g,UKR,2709,8,2016,33,2016-10-01
36,"Ponomariov, Ruslan",g,UKR,2709,0,2016,33,2016-11-01
37,"Ponomariov, Ruslan",g,UKR,2709,0,2016,33,2016-12-01
37,"Ponomariov, Ruslan",g,UKR,2709,0,2017,34,2017-01-01
37,"Ponomariov, Ruslan",g,UKR,2709,0,2017,34,2017-02-01
37,"Ponomariov, Ruslan",g,UKR,2709,0,2017,34,2017-03-01
39,"Ponomariov, Ruslan",g,UKR,2709,0,2017,34,2017-04-01
37,"Ponomariov, Ruslan",g,UKR,2712,2,2017,34,2017-05-01
36,"Ponomariov, Ruslan",g,UKR,2712,0,2017,34,2017-06-01
48,"Ponomariov, Ruslan",g,UKR,2699,18,2017,34,2017-07-01
52,"Ponomariov, Ruslan",g,UKR,2692,9,2017,34,2017-08-01
51,"Ponomariov, Ruslan",g,UKR,2694,16,2017,34,2017-09-01
57,"Ponomariov, Ruslan",g,UKR,2687,2,2017,34,2017-10-01
56,"Ponomariov, Ruslan",g,UKR,2687,0,2017,34,2017-11-01
48,"Ponomariov, Ruslan",g,UKR,2694,11,2017,34,2017-12-01
48,"Ponomariov, Ruslan",g,UKR,2694,0,2018,35,2018-01-01
48,"Ponomariov, Ruslan",g,UKR,2694,0,2018,35,2018-02-01
46,"Ponomariov, Ruslan",g,UKR,2697,2,2018,35,2018-03-01
57,"Ponomariov, Ruslan",g,UKR,2683,11,2018,35,2018-04-01
56,"Ponomariov, Ruslan",g,UKR,2686,4,2018,35,2018-05-01
55,"Ponomariov, Ruslan",g,UKR,2686,0,2018,35,2018-06-01
55,"Ponomariov, Ruslan",g,UKR,2686,0,2018,35,2018-07-01
56,"Ponomariov, Ruslan",g,UKR,2686,0,2018,35,2018-08-01
59,"Ponomariov, Ruslan",g,UKR,2681,7,2018,35,2018-09-01
61,"Ponomariov, Ruslan",g,UKR,2681,0,2018,35,2018-10-01
83,"Ponomariov, Ruslan",g,UKR,2663,9,2018,35,2018-11-01
85,"Ponomariov, Ruslan",g,UKR,2663,0,2018,35,2018-12-01
80,"Ponomariov, Ruslan",g,UKR,2664,11,2019,36,2019-01-01
80,"Ponomariov, Ruslan",g,UKR,2665,1,2019,36,2019-02-01
76,"Ponomariov, Ruslan",g,UKR,2667,2,2019,36,2019-03-01
71,"Ponomariov, Ruslan",g,UKR,2673,16,2019,36,2019-04-01
70,"Ponomariov, Ruslan",g,UKR,2675,2,2019,36,2019-05-01
70,"Ponomariov, Ruslan",g,UKR,2675,0,2019,36,2019-06-01
70,"Ponomariov, Ruslan",g,UKR,2675,0,2019,36,2019-07-01
64,"Ponomariov, Ruslan",g,UKR,2675,0,2019,36,2019-08-01
63,"Ponomariov, Ruslan",g,UKR,2675,0,2019,36,2019-09-01
61,"Ponomariov, Ruslan",g,UKR,2675,0,2019,36,2019-10-01
9,"Topalov, Veselin",g,BUL,2707,11,2000,25,2000-07-01
9,"Topalov, Veselin",g,BUL,2707,0,2000,25,2000-10-01
8,"Topalov, Veselin",g,BUL,2718,26,2001,26,2001-01-01
11,"Topalov, Veselin",g,BUL,2707,13,2001,26,2001-04-01
10,"Topalov, Veselin",g,BUL,2711,9,2001,26,2001-07-01
6,"Topalov, Veselin",g,BUL,2733,10,2001,26,2001-10-01
6,"Topalov, Veselin",g,BUL,2739,8,2002,27,2002-01-01
4,"Topalov, Veselin",g,BUL,2745,9,2002,27,2002-04-01
5,"Topalov, Veselin",g,BUL,2745,0,2002,27,2002-07-01
5,"Topalov, Veselin",g,BUL,2743,14,2002,27,2002-10-01
4,"Topalov, Veselin",g,BUL,2743,0,2003,28,2003-01-01
6,"Topalov, Veselin",g,BUL,2735,13,2003,28,2003-04-01
5,"Topalov, Veselin",g,BUL,2735,0,2003,28,2003-07-01
6,"Topalov, Veselin",g,BUL,2735,0,2003,28,2003-10-01
6,"Topalov, Veselin",g,BUL,2735,0,2004,29,2004-01-01
5,"Topalov, Veselin",g,BUL,2737,25,2004,29,2004-04-01
7,"Topalov, Veselin",g,BUL,2737,0,2004,29,2004-07-01
5,"Topalov, Veselin",g,BUL,2757,14,2004,29,2004-10-01
3,"Topalov, Veselin",g,BUL,2757,0,2005,30,2005-01-01
3,"Topalov, Veselin",g,BUL,2778,25,2005,30,2005-04-01
3,"Topalov, Veselin",g,BUL,2788,10,2005,30,2005-07-01
3,"Topalov, Veselin",g,BUL,2782,9,2005,30,2005-10-01
2,"Topalov, Veselin",g,BUL,2801,14,2006,31,2006-01-01
1,"Topalov, Veselin",g,BUL,2804,27,2006,31,2006-04-01
1,"Topalov, Veselin",g,BUL,2813,14,2006,31,2006-07-01
1,"Topalov, Veselin",g,BUL,2813,0,2006,31,2006-10-01
1,"Topalov, Veselin",g,BUL,2783,17,2007,32,2007-01-01
2,"Topalov, Veselin",g,BUL,2772,27,2007,32,2007-04-01
2,"Topalov, Veselin",g,BUL,2769,10,2007,32,2007-07-01
4,"Topalov, Veselin",g,BUL,2769,0,2007,32,2007-10-01
3,"Topalov, Veselin",g,BUL,2780,14,2008,33,2008-01-01
4,"Topalov, Veselin",g,BUL,2767,27,2008,33,2008-04-01
5,"Topalov, Veselin",g,BUL,2777,10,2008,33,2008-07-01
1,"Topalov, Veselin",g,BUL,2791,10,2008,33,2008-10-01
1,"Topalov, Veselin",g,BUL,2796,8,2009,34,2009-01-01
1,"Topalov, Veselin",g,BUL,2812,17,2009,34,2009-04-01
1,"Topalov, Veselin",g,BUL,2813,10,2009,34,2009-07-01
1,"Topalov, Veselin",g,BUL,2813,0,2009,34,2009-09-01
1,"Topalov, Veselin",g,BUL,2810,10,2009,34,2009-11-01
2,"Topalov, Veselin",g,BUL,2805,4,2010,35,2010-01-01
2,"Topalov, Veselin",g,BUL,2805,0,2010,35,2010-03-01
2,"Topalov, Veselin",g,BUL,2812,10,2010,35,2010-05-01
2,"Topalov, Veselin",g,BUL,2803,12,2010,35,2010-07-01
2,"Topalov, Veselin",g,BUL,2803,0,2010,35,2010-09-01
5,"Topalov, Veselin",g,BUL,2786,9,2010,35,2010-11-01
6,"Topalov, Veselin",g,BUL,2775,10,2011,36,2011-01-01
7,"Topalov, Veselin",g,BUL,2775,0,2011,36,2011-03-01
7,"Topalov, Veselin",g,BUL,2775,0,2011,36,2011-05-01
8,"Topalov, Veselin",g,BUL,2768,4,2011,36,2011-07-01
6,"Topalov, Veselin",g,BUL,2768,0,2011,36,2011-09-01
7,"Topalov, Veselin",g,BUL,2768,0,2011,36,2011-11-01
6,"Topalov, Veselin",g,BUL,2770,9,2012,37,2012-01-01
12,"Topalov, Veselin",g,BUL,2752,13,2012,37,2012-03-01
12,"Topalov, Veselin",g,BUL,2752,0,2012,37,2012-05-01
12,"Topalov, Veselin",g,BUL,2752,0,2012,37,2012-07-01
12,"Topalov, Veselin",g,BUL,2752,0,2012,37,2012-08-01
12,"Topalov, Veselin",g,BUL,2752,0,2012,37,2012-09-01
13,"Topalov, Veselin",g,BUL,2751,10,2012,37,2012-10-01
8,"Topalov, Veselin",g,BUL,2769,17,2012,37,2012-11-01
8,"Topalov, Veselin",g,BUL,2771,6,2012,37,2012-12-01
8,"Topalov, Veselin",g,BUL,2771,0,2013,38,2013-01-01
7,"Topalov, Veselin",g,BUL,2771,0,2013,38,2013-02-01
7,"Topalov, Veselin",g,BUL,2771,0,2013,38,2013-03-01
8,"Topalov, Veselin",g,BUL,2771,0,2013,38,2013-04-01
4,"Topalov, Veselin",g,BUL,2793,11,2013,38,2013-05-01
6,"Topalov, Veselin",g,BUL,2784,9,2013,38,2013-06-01
10,"Topalov, Veselin",g,BUL,2767,11,2013,38,2013-07-01
10,"Topalov, Veselin",g,BUL,2769,11,2013,38,2013-08-01
10,"Topalov, Veselin",g,BUL,2769,0,2013,38,2013-09-01
8,"Topalov, Veselin",g,BUL,2771,6,2013,38,2013-10-01
9,"Topalov, Veselin",g,BUL,2774,6,2013,38,2013-11-01
5,"Topalov, Veselin",g,BUL,2785,7,2013,38,2013-12-01
5,"Topalov, Veselin",g,BUL,2785,0,2014,39,2014-01-01
4,"Topalov, Veselin",g,BUL,2785,0,2014,39,2014-02-01
4,"Topalov, Veselin",g,BUL,2785,0,2014,39,2014-03-01
8,"Topalov, Veselin",g,BUL,2772,14,2014,39,2014-04-01
8,"Topalov, Veselin",g,BUL,2772,0,2014,39,2014-05-01
8,"Topalov, Veselin",g,BUL,2772,0,2014,39,2014-06-01
9,"Topalov, Veselin",g,BUL,2772,9,2014,39,2014-07-01
8,"Topalov, Veselin",g,BUL,2772,0,2014,39,2014-08-01
6,"Topalov, Veselin",g,BUL,2784,9,2014,39,2014-09-01
3,"Topalov, Veselin",g,BUL,2800,16,2014,39,2014-10-01
3,"Topalov, Veselin",g,BUL,2800,0,2014,39,2014-11-01
4,"Topalov, Veselin",g,BUL,2800,0,2014,39,2014-12-01
4,"Topalov, Veselin",g,BUL,2800,0,2015,40,2015-01-01
